run_name,task_id,run_status,ref_failure_category,ref_status,ref_diagnostic
ABC_dedup_BC,32,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_dedup_BC,44,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_dedup_BC,77,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_dedup_BC,83,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_dedup_BC,85,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_dedup_BC,90,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_dedup_BC,102,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_dedup_BC,118,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_dedup_BC,155,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_dedup_BC,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,6,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,12,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept,13,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,20,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,44,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,68,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept,77,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,90,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept,107,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,118,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept,120,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,122,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept,133,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept,152,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,9,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,12,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,26,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,38,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,68,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,83,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,85,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,90,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_A,102,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,107,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,109,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,110,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,118,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,122,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,128,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_A,152,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_A,155,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_A,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,20,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,38,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,44,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,83,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,85,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,102,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,107,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,110,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,120,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,137,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,144,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,151,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,152,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AB_shuffle,155,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AB_shuffle,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,6,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,20,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,38,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,44,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,77,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,90,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,102,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,107,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,110,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,117,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,120,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,137,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,144,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,152,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_AC_shuffle,155,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_AC_shuffle,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,20,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,77,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,90,OK,wrong_output,ineq,status=ineq | score=0 | extraction_status=ok
ABC_filtered_accept_B,133,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,137,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,151,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
ABC_filtered_accept_B,152,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=warning
ABC_filtered_accept_B,157,OK,compile_error,compile_err,status=compile_err | score=0 | extraction_status=ok
ABC_filtered_accept_BC_shuffle,5,OK,runtime_error,runtime_err,status=runtime_err | score=0 | extraction_status=ok
